id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_wifi_internet,amenities_tv,amenities_air_conditioning,amenities_heating,amenities_kitchen
0,apartment,private_room,2,1.0,1.0,0.0,real_bed,1,0,1,1,1
1,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
2,apartment,entire_home_apt,6,2.0,3.0,5.0,real_bed,1,1,1,1,1
3,apartment,entire_home_apt,3,1.0,0.0,1.0,real_bed,1,1,1,1,1
4,apartment,entire_home_apt,4,1.5,2.0,3.0,real_bed,1,1,1,1,1
5,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
6,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
7,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
8,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
9,apartment,entire_home_apt,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
10,guest_suite,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,0
11,apartment,private_room,3,1.5,1.0,2.0,real_bed,1,0,0,1,1
12,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,0
13,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
14,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
15,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
16,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
17,apartment,entire_home_apt,9,1.5,3.0,6.0,real_bed,1,0,1,1,1
18,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
19,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20,apartment,entire_home_apt,3,1.0,1.0,2.0,pull_out_sofa,1,1,1,0,1
21,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
22,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
23,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
24,apartment,entire_home_apt,7,1.0,3.0,3.0,real_bed,1,1,1,1,1
25,loft,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
26,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,0,1
27,apartment,private_room,3,2.0,1.0,2.0,real_bed,1,1,0,1,0
28,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
29,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,0,0,1,1
30,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,1,1
31,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
32,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
33,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
34,apartment,entire_home_apt,2,1.5,0.0,2.0,real_bed,1,0,1,1,1
35,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
36,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
37,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
38,apartment,entire_home_apt,4,1.0,2.0,1.0,real_bed,1,1,1,1,1
39,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
40,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
41,apartment,entire_home_apt,3,1.0,0.0,2.0,real_bed,1,1,1,1,1
42,apartment,entire_home_apt,8,2.5,2.0,4.0,real_bed,1,1,1,1,1
43,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
44,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
45,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
46,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
47,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
48,chalet,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,0
49,apartment,private_room,2,1.0,4.0,3.0,real_bed,1,1,0,1,1
50,apartment,entire_home_apt,4,1.0,2.0,4.0,pull_out_sofa,1,1,1,1,1
51,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
52,serviced_apartment,hotel_room,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
53,serviced_apartment,hotel_room,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
54,apartment,private_room,3,1.0,1.0,2.0,real_bed,1,0,0,0,1
55,other,entire_home_apt,8,2.0,3.0,3.0,real_bed,1,1,0,1,1
56,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,1,0,1,1
57,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
59,loft,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
60,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
61,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
62,apartment,private_room,2,1.0,1.0,0.0,real_bed,1,1,0,1,0
63,apartment,entire_home_apt,8,1.0,2.0,7.0,real_bed,0,0,0,0,0
64,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
65,apartment,entire_home_apt,5,2.0,2.0,2.0,real_bed,1,1,1,1,1
66,condominium,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
67,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
68,apartment,private_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
69,apartment,entire_home_apt,9,1.0,3.0,6.0,real_bed,1,1,1,1,1
70,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
71,loft,entire_home_apt,6,2.0,2.0,2.0,real_bed,1,1,1,1,1
72,apartment,entire_home_apt,8,1.0,2.0,6.0,real_bed,1,1,1,1,1
73,apartment,private_room,3,2.0,3.0,2.0,real_bed,1,1,0,1,0
74,apartment,private_room,2,0.5,1.0,1.0,real_bed,1,1,0,1,1
75,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
77,apartment,private_room,1,1.0,1.0,1.0,real_bed,0,0,0,0,0
78,apartment,private_room,2,0.0,1.0,2.0,real_bed,1,0,0,1,1
79,apartment,entire_home_apt,12,1.0,3.0,9.0,real_bed,1,1,1,1,1
80,apartment,entire_home_apt,4,1.5,2.0,3.0,real_bed,1,1,1,1,1
81,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,0,0,1,1
82,loft,entire_home_apt,5,1.5,4.0,4.0,real_bed,1,1,1,1,1
83,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,0
84,loft,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
85,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
86,serviced_apartment,hotel_room,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
87,apartment,entire_home_apt,4,1.0,1.0,2.0,pull_out_sofa,1,1,0,1,1
88,apartment,entire_home_apt,4,1.0,1.0,4.0,real_bed,1,1,1,1,1
89,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
90,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
91,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
92,apartment,private_room,1,1.0,1.0,2.0,real_bed,1,1,0,1,1
93,apartment,private_room,5,1.0,1.0,4.0,real_bed,1,1,0,1,1
94,apartment,private_room,1,2.0,1.0,2.0,real_bed,1,1,1,1,1
95,apartment,private_room,3,1.0,1.0,2.0,real_bed,1,1,0,0,1
96,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
97,apartment,private_room,2,2.0,3.0,5.0,real_bed,1,1,1,1,1
98,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
99,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,1,1,1
100,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
101,house,entire_home_apt,7,4.0,3.0,7.0,real_bed,1,1,1,1,1
102,apartment,entire_home_apt,4,1.0,3.0,3.0,real_bed,1,1,1,1,1
103,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
104,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
105,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
106,apartment,entire_home_apt,6,2.0,4.0,4.0,real_bed,1,1,1,1,1
107,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
108,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
109,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
110,house,private_room,3,1.5,1.0,3.0,real_bed,1,0,0,1,1
111,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,0,1,1
112,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
113,apartment,entire_home_apt,4,1.0,1.0,0.0,real_bed,1,1,1,1,1
114,apartment,private_room,6,1.0,2.0,4.0,real_bed,1,0,0,1,1
115,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,0,0,1,1
116,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
117,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
118,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
119,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
120,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
121,apartment,entire_home_apt,3,2.0,1.0,0.0,real_bed,1,1,1,1,0
122,apartment,private_room,2,1.0,2.0,2.0,real_bed,1,0,1,1,1
123,apartment,private_room,2,1.5,1.0,0.0,real_bed,1,0,1,1,1
124,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,1,1,0
125,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,0,0,1,1,0
126,house,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
127,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
128,apartment,entire_home_apt,3,1.0,2.0,3.0,real_bed,1,1,0,1,1
129,apartment,entire_home_apt,8,2.0,3.0,6.0,pull_out_sofa,1,1,1,1,1
130,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
131,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
132,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
133,apartment,entire_home_apt,6,2.0,2.0,4.0,pull_out_sofa,1,1,1,1,1
134,house,private_room,3,1.5,1.0,0.0,real_bed,1,0,0,1,1
135,apartment,entire_home_apt,4,1.0,0.0,2.0,pull_out_sofa,1,1,0,1,1
136,bed_and_breakfast,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
137,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
138,apartment,entire_home_apt,2,1.0,1.0,0.0,real_bed,1,1,1,1,1
139,townhouse,private_room,2,2.5,2.0,2.0,real_bed,1,1,1,1,1
140,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
141,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
142,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
143,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
144,apartment,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,1,1
145,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
146,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
147,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
148,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
149,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,0,1,1
150,apartment,private_room,1,1.5,1.0,2.0,real_bed,1,1,0,1,1
151,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
152,loft,entire_home_apt,4,1.0,0.0,2.0,real_bed,1,1,1,1,1
153,townhouse,private_room,2,1.0,1.0,2.0,real_bed,1,0,1,1,0
154,apartment,entire_home_apt,2,1.0,0.0,1.0,pull_out_sofa,1,1,1,1,1
155,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
156,apartment,entire_home_apt,2,1.0,1.0,0.0,real_bed,1,1,0,1,1
157,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
158,apartment,private_room,1,0.0,1.0,1.0,real_bed,1,1,0,1,1
159,condominium,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,1,1,1
160,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,0,1,1
161,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,1,1,1,1
162,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
163,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
164,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,0,1,1,1
165,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,0,0,0,1
166,apartment,entire_home_apt,2,1.0,1.0,1.0,pull_out_sofa,1,1,1,1,1
167,guest_suite,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
168,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
169,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
170,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
171,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
172,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
173,apartment,entire_home_apt,3,2.0,1.0,2.0,real_bed,1,1,1,1,1
174,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,1
175,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
176,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
177,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
178,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
180,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
181,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
182,apartment,entire_home_apt,6,2.0,3.0,5.0,real_bed,1,1,1,1,1
183,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
184,townhouse,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
185,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
186,apartment,entire_home_apt,7,2.0,4.0,5.0,real_bed,1,1,1,1,1
187,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
188,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
189,loft,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,0,1,1,1
190,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
191,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
192,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,1,1,1,1
193,apartment,entire_home_apt,4,1.5,2.0,2.0,real_bed,1,1,1,1,1
194,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,1,1,1,1
195,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
196,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,0,1
197,apartment,private_room,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
198,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
199,apartment,private_room,3,1.0,1.0,2.0,real_bed,1,0,0,1,1
200,apartment,entire_home_apt,5,1.0,2.0,3.0,pull_out_sofa,1,1,1,1,1
201,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
202,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
203,apartment,entire_home_apt,5,1.5,2.0,2.0,real_bed,1,1,0,1,1
204,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,0
205,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
206,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,1,1,1,1
207,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
208,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
209,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
210,apartment,private_room,4,2.0,1.0,4.0,real_bed,1,1,1,1,1
212,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,0
213,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
215,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,0
216,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,0,1,1
217,apartment,entire_home_apt,4,1.0,2.0,1.0,real_bed,1,1,0,0,0
218,house,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
219,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
220,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
221,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,0
222,apartment,entire_home_apt,5,2.0,3.0,4.0,real_bed,1,1,0,1,1
223,serviced_apartment,hotel_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
224,apartment,private_room,6,2.0,4.0,6.0,real_bed,1,1,1,1,1
225,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,0,0,0,1
226,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
227,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
228,apartment,private_room,1,1.0,2.0,1.0,real_bed,1,1,1,1,1
229,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,1,0,1,1
230,house,entire_home_apt,8,1.0,2.0,6.0,real_bed,1,1,1,1,1
231,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
232,apartment,entire_home_apt,2,1.0,0.0,0.0,pull_out_sofa,1,1,1,1,1
233,apartment,entire_home_apt,4,1.0,3.0,3.0,real_bed,1,1,1,1,1
234,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
235,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,0,1,1
236,house,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,0,1,1
237,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
238,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
239,apartment,entire_home_apt,6,1.5,2.0,2.0,real_bed,1,1,1,1,1
240,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,0,1,1
241,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
242,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,0,1
243,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
244,loft,entire_home_apt,6,1.0,1.0,2.0,real_bed,1,0,1,1,1
245,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
246,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
247,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
248,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
249,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,0,0,1,1
250,townhouse,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
251,apartment,private_room,2,1.0,1.0,3.0,real_bed,1,1,1,0,1
252,apartment,entire_home_apt,3,1.0,0.0,2.0,real_bed,1,1,0,1,1
253,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
254,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
255,loft,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
256,apartment,entire_home_apt,3,1.0,0.0,2.0,real_bed,1,1,0,1,1
257,house,entire_home_apt,2,2.0,1.0,1.0,real_bed,1,1,1,1,1
258,apartment,private_room,1,2.5,1.0,1.0,real_bed,1,1,0,1,1
259,apartment,entire_home_apt,8,2.0,4.0,6.0,real_bed,1,1,1,1,1
260,condominium,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
261,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
262,apartment,entire_home_apt,7,4.0,4.0,6.0,real_bed,1,1,1,1,1
263,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
264,apartment,private_room,3,1.0,1.0,3.0,real_bed,1,1,0,1,1
265,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
266,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
267,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
268,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
269,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
270,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
271,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
272,guest_suite,entire_home_apt,2,1.5,1.0,2.0,real_bed,1,1,1,1,1
273,apartment,private_room,2,1.0,2.0,4.0,real_bed,1,1,1,1,1
274,house,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
275,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
276,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
277,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,0,1,1
278,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
279,apartment,entire_home_apt,8,2.0,3.0,6.0,real_bed,1,1,1,1,1
280,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
281,apartment,entire_home_apt,4,1.5,2.0,2.0,real_bed,1,1,1,1,1
282,apartment,entire_home_apt,6,3.0,4.0,4.0,real_bed,1,1,0,1,1
283,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
284,apartment,entire_home_apt,2,1.0,2.0,1.0,real_bed,1,1,1,1,1
285,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
286,house,entire_home_apt,12,3.0,4.0,12.0,real_bed,1,1,1,1,1
287,apartment,entire_home_apt,10,2.0,2.0,8.0,real_bed,1,1,1,1,1
288,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,0,0,1,1
289,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
291,apartment,entire_home_apt,8,2.0,3.0,4.0,real_bed,1,1,1,1,1
292,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
293,apartment,entire_home_apt,5,1.0,3.0,3.0,real_bed,1,1,1,1,1
294,apartment,entire_home_apt,6,1.0,3.0,4.0,real_bed,1,1,1,1,1
295,apartment,shared_room,3,1.0,1.0,2.0,real_bed,1,1,0,0,0
296,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
297,apartment,entire_home_apt,6,1.5,2.0,3.0,real_bed,1,1,1,1,1
298,apartment,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,1,1,1
299,loft,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
300,guest_suite,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
301,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
302,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
303,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
304,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
305,apartment,private_room,3,1.0,1.0,2.0,real_bed,1,0,0,1,1
306,apartment,entire_home_apt,7,2.0,4.0,5.0,real_bed,1,1,1,1,1
307,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
308,apartment,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,0,1,1
309,apartment,entire_home_apt,6,1.0,1.0,4.0,real_bed,1,1,1,1,1
310,apartment,entire_home_apt,2,2.0,1.0,1.0,real_bed,1,1,1,1,1
311,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
312,loft,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
313,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
314,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
315,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
316,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
317,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
318,serviced_apartment,entire_home_apt,7,2.0,2.0,5.0,real_bed,1,1,1,1,1
319,apartment,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
320,serviced_apartment,entire_home_apt,7,2.0,2.0,4.0,real_bed,1,1,1,1,1
321,apartment,entire_home_apt,4,2.0,2.0,1.0,real_bed,1,1,1,1,1
322,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
323,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
324,house,private_room,1,1.0,1.0,1.0,real_bed,0,1,0,1,1
325,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,1
326,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
327,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,0
328,serviced_apartment,entire_home_apt,13,4.0,4.0,9.0,real_bed,1,1,1,1,1
329,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
330,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
331,bed_and_breakfast,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
332,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
333,apartment,entire_home_apt,9,2.5,4.0,6.0,real_bed,1,1,0,1,1
334,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
335,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,0,1,1
336,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
337,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
338,apartment,entire_home_apt,8,2.0,3.0,5.0,real_bed,1,1,0,1,1
