id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_wifi_internet,amenities_tv,amenities_air_conditioning,amenities_heating,amenities_kitchen
20135,apartment,entire_home_apt,2,1.0,0.0,3.0,real_bed,1,1,1,1,1
20136,hostel,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,0,0
20137,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20138,apartment,entire_home_apt,3,1.5,1.0,2.0,real_bed,1,1,1,1,1
20139,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
20140,apartment,entire_home_apt,6,2.5,2.0,3.0,real_bed,1,1,1,1,1
20141,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20142,apartment,entire_home_apt,2,1.5,1.0,0.0,real_bed,1,0,0,1,1
20143,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,0,0,1,0
20144,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
20145,apartment,entire_home_apt,3,2.0,2.0,2.0,real_bed,1,1,1,1,1
20146,apartment,private_room,1,1.0,0.0,1.0,real_bed,1,1,0,1,0
20147,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20148,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20149,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
20150,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,0,1,1,1
20151,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20152,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20153,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20154,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20155,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
20156,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20157,apartment,entire_home_apt,2,2.0,2.0,2.0,real_bed,1,1,1,1,1
20158,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,0,1,1
20159,apartment,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,1,1
20160,apartment,private_room,2,1.0,0.0,1.0,real_bed,1,1,0,0,0
20161,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
20162,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,0,0,0,1,1
20163,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20164,apartment,entire_home_apt,2,1.0,1.0,0.0,real_bed,1,1,0,1,1
20165,bed_and_breakfast,private_room,1,3.0,1.0,0.0,real_bed,1,1,0,1,1
20166,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20167,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20168,house,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,0
20169,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20170,apartment,entire_home_apt,4,1.0,0.0,2.0,real_bed,0,1,1,1,1
20172,apartment,entire_home_apt,3,1.0,0.0,2.0,real_bed,0,1,0,0,1
20173,condominium,entire_home_apt,4,1.5,1.0,3.0,real_bed,1,1,1,1,1
20174,apartment,entire_home_apt,5,1.0,2.0,2.0,real_bed,1,1,0,1,1
20175,apartment,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,1,0,1
20176,loft,entire_home_apt,4,2.5,2.0,2.0,real_bed,1,1,1,1,1
20177,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,0,1,1
20178,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,0,1,1
20179,apartment,entire_home_apt,6,3.0,3.0,5.0,real_bed,1,1,1,1,1
20180,condominium,entire_home_apt,1,1.0,1.0,1.0,real_bed,0,0,0,0,0
20181,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20182,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
20183,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,0,1
20184,townhouse,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
20185,condominium,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
20186,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
20187,house,private_room,1,0.0,1.0,1.0,real_bed,1,1,0,1,0
20188,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20189,apartment,entire_home_apt,9,3.0,4.0,4.0,real_bed,1,0,0,1,1
20190,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,0,0,1,1,1
20191,condominium,private_room,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
20192,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,0,1,1,1
20193,apartment,entire_home_apt,4,1.0,0.0,2.0,real_bed,1,1,0,1,1
20194,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
20195,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,0,1,1,1
20196,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,0,1,1,1
20197,condominium,entire_home_apt,5,2.0,4.0,3.0,real_bed,1,1,1,1,1
20198,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
20199,apartment,entire_home_apt,5,1.0,0.0,3.0,real_bed,0,1,0,0,1
20200,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,1,0,1,1
20201,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
20202,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20203,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,0,1
20204,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,0,1,0,0,1
20205,apartment,entire_home_apt,5,1.0,0.0,3.0,real_bed,1,1,0,1,1
20206,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,0,1,0,0,1
20208,apartment,entire_home_apt,3,1.0,0.0,3.0,real_bed,1,1,0,0,1
20209,apartment,private_room,1,2.5,1.0,1.0,real_bed,1,1,0,0,1
20210,apartment,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,1,1,1
20211,house,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,0,1,1
20213,serviced_apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,0,1
20216,apartment,entire_home_apt,5,1.0,0.0,3.0,real_bed,1,1,0,0,1
20217,loft,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,1
20218,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,0,1,1
20219,apartment,private_room,1,2.0,1.0,0.0,real_bed,1,1,1,1,1
20220,apartment,entire_home_apt,7,1.5,3.0,5.0,real_bed,1,1,1,1,1
20221,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20222,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,0,0
20223,apartment,private_room,1,2.0,1.0,1.0,real_bed,0,0,0,1,1
20224,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20225,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20226,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
20227,apartment,entire_home_apt,5,1.0,0.0,3.0,real_bed,1,1,0,0,1
20229,apartment,entire_home_apt,6,1.5,3.0,5.0,real_bed,1,1,1,1,1
20230,condominium,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20231,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
20232,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
20233,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
20234,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,1,1,0
20235,apartment,entire_home_apt,4,1.0,1.0,4.0,real_bed,0,0,0,0,0
20236,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,0,1,1
20237,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,0,1,1,1,1
20238,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20239,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,0,1
20240,apartment,entire_home_apt,4,2.5,3.0,3.0,real_bed,1,1,1,1,1
20241,apartment,entire_home_apt,8,2.0,2.0,4.0,real_bed,1,1,1,1,1
20242,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20243,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,0,1
20244,apartment,entire_home_apt,6,1.0,2.0,5.0,real_bed,1,0,0,1,1
20247,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20248,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20249,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
20250,apartment,entire_home_apt,2,2.0,1.0,1.0,real_bed,1,1,1,1,1
20251,townhouse,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20253,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20254,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
20255,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
20257,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,0
20258,house,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
20259,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
20260,apartment,entire_home_apt,6,1.0,1.0,3.0,real_bed,1,1,1,0,1
20262,house,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
20263,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,0,0,1,1,1
20264,house,private_room,1,1.0,2.0,2.0,real_bed,1,1,1,1,1
20266,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20268,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,0,0,1,1
20269,house,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
20270,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
20271,condominium,entire_home_apt,6,1.5,2.0,3.0,real_bed,1,1,1,1,1
20272,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,0,0,1,0
20273,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,0,0,1
20274,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20275,apartment,entire_home_apt,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
20276,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20277,apartment,private_room,4,1.5,3.0,3.0,real_bed,1,1,0,1,1
20278,apartment,entire_home_apt,5,1.0,2.0,1.0,real_bed,1,0,0,0,1
20279,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
20280,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20281,condominium,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
20282,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20283,house,private_room,2,1.0,1.0,1.0,real_bed,0,0,0,0,1
20284,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20285,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20286,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20287,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20288,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20289,apartment,entire_home_apt,6,1.0,2.0,4.0,real_bed,1,0,0,0,1
20290,apartment,entire_home_apt,4,2.0,3.0,3.0,real_bed,1,1,1,1,1
20291,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20292,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,0,1
20294,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,0,0,1,1
20295,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,1,0,0,1,1
20296,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
20297,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20298,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20299,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20300,apartment,entire_home_apt,12,2.0,3.0,7.0,real_bed,1,1,1,1,1
20301,apartment,entire_home_apt,7,1.5,3.0,5.0,real_bed,1,1,1,1,1
20302,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20303,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
20304,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20305,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,0,1,1
20306,apartment,shared_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
20307,apartment,shared_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
20308,apartment,shared_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
20309,apartment,shared_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
20310,barn,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
20311,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,0,1
20312,condominium,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
20314,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
20315,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
20316,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20317,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20318,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20319,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20320,apartment,entire_home_apt,8,2.0,3.0,3.0,real_bed,1,1,1,1,1
20321,apartment,entire_home_apt,4,1.0,0.0,1.0,real_bed,1,1,1,1,1
20322,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20324,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
20325,condominium,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,0,1,1
20326,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20327,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20328,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20329,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
20330,apartment,entire_home_apt,5,1.5,2.0,3.0,real_bed,1,1,0,0,1
20332,apartment,entire_home_apt,2,1.0,2.0,1.0,real_bed,0,1,1,1,1
20333,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,0,1,1
20334,apartment,entire_home_apt,4,1.0,0.0,2.0,real_bed,0,1,0,1,1
20335,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,0,1,1,1,1
20337,apartment,entire_home_apt,4,2.0,1.0,2.0,real_bed,1,1,1,1,1
20338,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,0,1,1
20339,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,0,1,1
20340,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
20342,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,0,1,0,1,1
20343,apartment,entire_home_apt,6,2.0,2.0,1.0,real_bed,1,1,1,1,1
20345,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,1,1,1
20346,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,0,1,1,0
20347,apartment,entire_home_apt,4,1.0,0.0,1.0,real_bed,1,0,1,1,0
20348,apartment,entire_home_apt,8,2.0,3.0,4.0,real_bed,1,1,1,1,1
20349,loft,entire_home_apt,4,1.0,0.0,1.0,real_bed,1,1,1,1,1
20350,condominium,entire_home_apt,6,1.0,1.0,5.0,real_bed,1,1,1,1,1
20351,apartment,entire_home_apt,3,1.5,2.0,2.0,real_bed,1,1,1,1,1
20352,condominium,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,0,1,1
20353,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20354,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,0,0,1,1
20355,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,1,1,0
20356,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,1,1,0
20357,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20359,apartment,entire_home_apt,6,2.0,2.0,3.0,real_bed,1,1,1,1,1
20360,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,0
20361,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20362,condominium,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,0,1,1,1
20363,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20364,serviced_apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20365,apartment,entire_home_apt,6,1.0,3.0,4.0,real_bed,0,1,1,1,1
20366,apartment,entire_home_apt,5,3.5,3.0,3.0,real_bed,1,1,1,1,1
20367,apartment,private_room,2,1.0,0.0,1.0,real_bed,1,0,1,0,1
20368,condominium,entire_home_apt,4,1.0,0.0,2.0,real_bed,1,0,0,1,1
20369,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20370,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
20371,condominium,entire_home_apt,6,1.0,0.0,2.0,real_bed,1,1,0,1,1
20372,apartment,entire_home_apt,4,1.0,0.0,3.0,real_bed,0,1,1,1,1
20373,apartment,entire_home_apt,2,1.5,0.0,1.0,real_bed,1,1,1,1,1
20374,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,0,1,1,1
20375,apartment,entire_home_apt,3,1.5,2.0,2.0,real_bed,1,1,1,1,1
20376,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,1,1,0,1,1
20377,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
20378,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,0,1,1
20379,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,0,1,1
20380,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,0
20381,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,0,1,1,1,1
20382,apartment,entire_home_apt,4,2.5,2.0,2.0,real_bed,1,0,1,1,1
20383,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20384,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
20385,apartment,shared_room,1,1.5,1.0,1.0,real_bed,1,1,1,1,1
20386,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20387,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
20388,apartment,entire_home_apt,1,1.0,1.0,1.0,real_bed,0,0,1,1,1
20389,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
20390,condominium,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20391,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
20392,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
20393,apartment,entire_home_apt,9,3.0,4.0,7.0,real_bed,1,1,1,1,1
20394,condominium,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
20395,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20396,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20397,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
20398,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
20399,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,0,0,1,1
20400,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,0,0,1,1,1
20401,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,0,1,0,1,1
20402,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20403,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20404,apartment,entire_home_apt,3,1.0,1.0,3.0,real_bed,1,1,0,1,1
20405,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
20406,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
20407,apartment,private_room,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
20408,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20409,apartment,private_room,1,1.0,0.0,1.0,real_bed,1,0,0,1,1
20410,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
20411,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,0,1
20412,apartment,entire_home_apt,11,2.5,3.0,5.0,real_bed,1,1,1,1,1
20413,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20414,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20415,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
20416,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,0,1,1,1,1
20418,apartment,entire_home_apt,4,1.5,2.0,2.0,real_bed,1,1,1,1,1
20419,apartment,private_room,3,1.0,1.0,2.0,real_bed,1,0,0,0,1
20420,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,1,1,1,1,1
20421,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20422,apartment,entire_home_apt,4,2.0,1.0,1.0,real_bed,1,1,0,1,1
20423,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20424,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
20425,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,0,1,1,1
20426,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
20427,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,0,1,1,0,1
20428,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,0,0,1,1,1
20429,townhouse,entire_home_apt,6,1.5,3.0,5.0,real_bed,1,1,1,1,1
20430,apartment,private_room,4,1.0,0.0,3.0,real_bed,1,0,0,1,1
20431,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20432,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
20433,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
20434,apartment,entire_home_apt,3,1.0,0.0,1.0,real_bed,1,1,0,1,1
20435,condominium,entire_home_apt,8,1.0,2.0,4.0,real_bed,1,1,1,1,1
20436,apartment,private_room,3,1.0,0.0,2.0,real_bed,1,0,0,1,1
20437,apartment,private_room,2,1.0,0.0,1.0,real_bed,1,0,1,1,1
20438,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,0,1,0,1
20439,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,1,1,1,1
20440,apartment,private_room,2,1.5,2.0,0.0,real_bed,1,1,0,1,0
20441,apartment,entire_home_apt,2,1.0,0.0,0.0,real_bed,1,1,1,1,1
20442,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20443,condominium,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
20444,tiny_house,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20445,chalet,entire_home_apt,10,4.0,5.0,9.0,real_bed,1,1,1,1,1
20446,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,0,1
20447,apartment,entire_home_apt,6,1.0,1.0,3.0,real_bed,1,1,1,1,1
20448,apartment,entire_home_apt,5,1.5,1.0,2.0,real_bed,1,1,1,1,1
20449,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,0,0
20450,house,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
20451,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
20452,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
20453,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
20454,apartment,entire_home_apt,4,2.0,3.0,3.0,real_bed,1,1,0,1,1
20455,house,entire_home_apt,1,1.5,1.0,1.0,real_bed,1,0,0,1,1
20456,house,private_room,1,1.0,1.0,0.0,real_bed,1,0,1,1,1
20458,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
20459,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
20460,apartment,entire_home_apt,2,1.0,3.0,1.0,real_bed,1,1,0,1,1
20461,apartment,private_room,3,1.0,1.0,3.0,real_bed,1,0,0,0,0
20462,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,0,1
20463,apartment,entire_home_apt,6,2.0,2.0,4.0,real_bed,1,1,1,1,1
20464,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
20465,serviced_apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
20467,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
20468,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,0,1
20469,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,0,1
20470,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,0,1,0,1
20471,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,0,1,1,1,1
20472,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,0,1,0,1
20473,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,0,0,0,0,0
20474,apartment,entire_home_apt,6,2.0,3.0,3.0,real_bed,0,0,0,0,0
20475,condominium,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
20476,apartment,entire_home_apt,2,1.0,1.0,0.0,real_bed,1,1,0,1,1
20477,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,1,1,1
20478,house,private_room,1,1.5,1.0,1.0,real_bed,1,0,0,1,0
20479,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
20480,house,private_room,1,1.5,1.0,1.0,real_bed,1,0,0,1,0
20481,house,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,0
20482,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,1
20483,house,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,0
20484,apartment,entire_home_apt,5,1.5,3.0,4.0,real_bed,0,1,1,1,1
20485,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
